dinos133,"恐龙新世纪 (乱步无双 2018 2018-06-17)","Cadillacs and Dinosaurs (Ranbu Musou 2018 2018-06-17)",
dinos134,"恐龙新世纪 (死亡时间永久有效 2018-01-18)","Cadillacs and Dinosaurs (Death Timer Permanent 2018-01-18)",
dinos135,"恐龙新世纪 (第二代极限版)","Cadillacs and Dinosaurs (2nd Gen Extreme Edition)",
dinos136,"恐龙新世纪 (铁龙 2018-07-31)","Cadillacs and Dinosaurs (Iron Dragon 2018-07-31)",
dinos137,"恐龙新世纪 (全屏攻击)","Cadillacs and Dinosaurs (Full Screen Attack)",
dinos138,"恐龙新世纪 (按键出武器)","Cadillacs and Dinosaurs (Button Press Weapon)",
dinos139,"恐龙新世纪 (跳关 2018-08-23)","Cadillacs and Dinosaurs (Stage Skip 2018-08-23)",
dinos14,"恐龙新世纪 (杀敌得到蛋糕)","Cadillacs and Dinosaurs (Kill Enemies for Cake)",
dinos140,"恐龙新世纪 (选关)","Cadillacs and Dinosaurs (Stage Select)",
dinos141,"恐龙新世纪 (极速无双 2018-08-13)","Cadillacs and Dinosaurs (Extreme Speed Musou 2018-08-13)",
dinos142,"恐龙新世纪 (极速血战 2018 巡回版 2018-06-11)","Cadillacs and Dinosaurs (Extreme Speed Bloodbath 2018 Tour Edition 2018-06-11)",
dinos143,"恐龙新世纪 (血战版 2018-10-25)","Cadillacs and Dinosaurs (Bloodbath Edition 2018-10-25)",
dinos144,"恐龙新世纪 (恐龙新世纪 2016-01-26)","Cadillacs and Dinosaurs (Cadillacs and Dinosaurs 2016-01-26)",
dinos145,"恐龙新世纪 (无双打击 2017 2017-04-17)","Cadillacs and Dinosaurs (Musou Strike 2017 2017-04-17)",
dinos146,"恐龙新世纪 (多BOSS 2017-04-06)","Cadillacs and Dinosaurs (Multi-Boss 2017-04-06)",
dinos147,"恐龙新世纪 (2017 无双连击版 2017-10-24)","Cadillacs and Dinosaurs (2017 Musou Combo Edition 2017-10-24)",
dinos148,"恐龙新世纪 (极速无双版 2017-10-14)","Cadillacs and Dinosaurs (Extreme Speed Musou Edition 2017-10-14)",
dinos149,"恐龙新世纪 (极速加强版 X3 2017-10-30)","Cadillacs and Dinosaurs (Extreme Speed Enhanced Edition X3 2017-10-30)",
dinos15,"恐龙新世纪 (杀敌得到龙虾)","Cadillacs and Dinosaurs (Kill Enemies for Lobster)",
dinos150,"恐龙新世纪 (无枪加强版 2017 2017-11-04)","Cadillacs and Dinosaurs (Gunless Enhanced Edition 2017 2017-11-04)",
dinos151,"恐龙新世纪 (勇士血战加强版 2017 2017-10-25)","Cadillacs and Dinosaurs (Warrior Bloodbath Enhanced 2017 2017-10-25)",
dinos152,"恐龙新世纪 (反战版 2017-08-17)","Cadillacs and Dinosaurs (Anti-War Edition 2017-08-17)",
dinos153,"恐龙新世纪 (无双血战加强版 日版 2017 2017-08-02)","Cadillacs and Dinosaurs (Musou Bloodbath Enhanced JP 2017 2017-08-02)",
dinos154,"恐龙新世纪 (极速加强版 2017 2017-10-16)","Cadillacs and Dinosaurs (Extreme Speed Enhanced Edition 2017 2017-10-16)",
dinos155,"恐龙新世纪 (2017无双混战版 2017-11-10)","Cadillacs and Dinosaurs (2017 Musou Melee Edition 2017-11-10)",
dinos156,"恐龙新世纪 (第二代勇士版 2017 2017-11-12)","Cadillacs and Dinosaurs (2nd Gen Warrior Edition 2017 2017-11-12)",
dinos157,"恐龙新世纪 (雪花天涯版 2018-01-23)","Cadillacs and Dinosaurs (Snowflake Horizon Edition 2018-01-23)",
dinos158,"恐龙新世纪 (鬼哭神嚎版 2018-01-18)","Cadillacs and Dinosaurs (Screaming Edition 2018-01-18)",
dinos159,"恐龙新世纪 (混战无双 2018-08-16)","Cadillacs and Dinosaurs (Melee Musou 2018-08-16)",
dinos16,"恐龙新世纪 (杀敌得到帕菲)","Cadillacs and Dinosaurs (Kill Enemies for Parfait)",
dinos160,"恐龙新世纪 (斗神版 2018-08-23)","Cadillacs and Dinosaurs (Fighting God Edition 2018-08-23)",
dinos161,"恐龙新世纪 (军团版 2018-08-13)","Cadillacs and Dinosaurs (Legion Edition 2018-08-13)",
dinos162,"恐龙新世纪 (极速增兵 X5 2017-10-31)","Cadillacs and Dinosaurs (Extreme Speed Reinforcements X5 2017-10-31)",
dinos163,"恐龙新世纪 (血腥版 2011-07-22)","Cadillacs and Dinosaurs (Bloody Edition 2011-07-22)",
dinos164,"恐龙新世纪 (2017 超级无双版 2017-10-26)","Cadillacs and Dinosaurs (2017 Super Musou Edition 2017-10-26)",
dinos165,"恐龙新世纪 (2017 超级无双版 2017-10-17)","Cadillacs and Dinosaurs (2017 Super Musou Edition 2017-10-17)",
dinos166,"恐龙新世纪 (2017 超级无双最终版 2017-11-02)","Cadillacs and Dinosaurs (2017 Super Musou Final Edition 2017-11-02)",
dinos167,"恐龙新世纪 (极 2011 2017-05-21)","Cadillacs and Dinosaurs (Extreme 2011 2017-05-21)",
dinos168,"恐龙新世纪 (天地无双 2011 2017-06-07)","Cadillacs and Dinosaurs (Heaven Earth Musou 2011 2017-06-07)",
dinos169,"恐龙新世纪 (天王版 2018-09-27)","Cadillacs and Dinosaurs (Heaven King Edition 2018-09-27)",
dinos17,"恐龙新世纪 (杀敌得到牛排)","Cadillacs and Dinosaurs (Kill Enemies for Steak)",
dinos170,"恐龙新世纪 (战神版 2018-09-27)","Cadillacs and Dinosaurs (God of War Edition 2018-09-27)",
dinos171,"恐龙新世纪 (血战版 2018-09-19)","Cadillacs and Dinosaurs (Bloodbath Edition 2018-09-19)",
dinos172,"恐龙新世纪 (军团版 2018-09-24)","Cadillacs and Dinosaurs (Legion Edition 2018-09-24)",
dinos173,"恐龙新世纪 (天王版 2018-10-30)","Cadillacs and Dinosaurs (Heaven King Edition 2018-10-30)",
dinos174,"恐龙新世纪 (战神版 2018-10-30)","Cadillacs and Dinosaurs (God of War Edition 2018-10-30)",
dinos175,"恐龙新世纪 (天王版 2018-12-29)","Cadillacs and Dinosaurs (Heaven King Edition 2018-12-29)",
dinos176,"恐龙新世纪 (战神版 2018-12-22)","Cadillacs and Dinosaurs (God of War Edition 2018-12-22)",
dinos177,"恐龙新世纪 (战神版 2018-12-29)","Cadillacs and Dinosaurs (God of War Edition 2018-12-29)",
dinos178,"恐龙新世纪 (天王版 2019-01-29)","Cadillacs and Dinosaurs (Heaven King Edition 2019-01-29)",
dinos179,"恐龙新世纪 (无双版 2018-12-21)","Cadillacs and Dinosaurs (Musou Edition 2018-12-21)",
dinos18,"恐龙新世纪 (杀敌得到寿司)","Cadillacs and Dinosaurs (Kill Enemies for Sushi)",
dinos180,"恐龙新世纪 (斗神版 2019-01-14)","Cadillacs and Dinosaurs (Fighting God Edition 2019-01-14)",
dinos181,"恐龙新世纪 (竞技版 2019-01-23)","Cadillacs and Dinosaurs (Competition Edition 2019-01-23)",
dinos182,"恐龙新世纪 (天王版 2019-01-14)","Cadillacs and Dinosaurs (Heaven King Edition 2019-01-14)",
dinos183,"恐龙新世纪 (战神版 2019-01-19)","Cadillacs and Dinosaurs (God of War Edition 2019-01-19)",
dinos184,"恐龙新世纪 (魔神乱舞 2019-01-17)","Cadillacs and Dinosaurs (Demon God Rampage 2019-01-17)",
dinos185,"恐龙新世纪 (无双版 2019 2019-01-07)","Cadillacs and Dinosaurs (Musou Edition 2019 2019-01-07)",
dinos186,"恐龙新世纪 (无双版 2019-04-15)","Cadillacs and Dinosaurs (Musou Edition 2019-04-15)",
dinos187,"恐龙新世纪 (战神版 2019-04-15)","Cadillacs and Dinosaurs (God of War Edition 2019-04-15)",
dinos188,"恐龙新世纪 (竞争版 2019-04-15)","Cadillacs and Dinosaurs (Rivalry Edition 2019-04-15)",
dinos189,"恐龙新世纪 (勇士版 2019-04-15)","Cadillacs and Dinosaurs (Warrior Edition 2019-04-15)",
dinos19,"恐龙新世纪 (放保险不掉血)","Cadillacs and Dinosaurs (Bomb Doesn't Hurt Player)",
dinos190,"恐龙新世纪 (天王版 2019-04-15)","Cadillacs and Dinosaurs (Heaven King Edition 2019-04-15)",
dinos191,"恐龙新世纪 (战神版 2019-04-10)","Cadillacs and Dinosaurs (God of War Edition 2019-04-10)",
dinos192,"恐龙新世纪 (战神版 2019-05-30)","Cadillacs and Dinosaurs (God of War Edition 2019-05-30)",
dinos193,"恐龙新世纪 (群魔乱舞 2019-05-30)","Cadillacs and Dinosaurs (Demons Rampage 2019-05-30)",
dinos194,"恐龙新世纪 (斗神版 2019-06-12)","Cadillacs and Dinosaurs (Fighting God Edition 2019-06-12)",
dinos195,"恐龙新世纪 (炼狱版 2019-04-21)","Cadillacs and Dinosaurs (Purgatory Edition 2019-04-21)",
dinos196,"恐龙新世纪 (魔神乱舞 2019-02-22)","Cadillacs and Dinosaurs (Demon God Rampage 2019-02-22)",
dinos197,"恐龙新世纪 (战神版 2019-05-30)","Cadillacs and Dinosaurs (God of War Edition 2019-05-30)",
dinos198,"恐龙新世纪 (无双版 2019-05-02)","Cadillacs and Dinosaurs (Musou Edition 2019-05-02)",
dinos199,"恐龙新世纪 (1V3 加强版 2019 2019-08-02)","Cadillacs and Dinosaurs (1v3 Enhanced Edition 2019 2019-08-02)",
dinos20,"恐龙新世纪 (武器无限+不消失)","Cadillacs and Dinosaurs (Infinite Weapons + Don't Disappear)",
dinos200,"恐龙新世纪 (群魔乱舞 A 2019-07-30)","Cadillacs and Dinosaurs (Demons Rampage A 2019-07-30)",
dinos201,"恐龙新世纪 (群魔乱舞 B 2019-07-30)","Cadillacs and Dinosaurs (Demons Rampage B 2019-07-30)",
dinos202,"恐龙新世纪 (暴力彩虹版 2019-08-30)","Cadillacs and Dinosaurs (Violent Rainbow Edition 2019-08-30)",
dinos203,"恐龙新世纪 (Boss 2019-03-01)","Cadillacs and Dinosaurs (Boss 2019-03-01)",
dinos204,"恐龙新世纪 (惩罚者版 2018-08-23)","Cadillacs and Dinosaurs (Punisher Edition 2018-08-23)",
dinos205,"恐龙新世纪 (无双版 2019-09-16)","Cadillacs and Dinosaurs (Musou Edition 2019-09-16)",
dinos206,"恐龙新世纪 (天王版 2019-09-16)","Cadillacs and Dinosaurs (Heaven King Edition 2019-09-16)",
dinos207,"恐龙新世纪 (战神版 2019-09-16)","Cadillacs and Dinosaurs (God of War Edition 2019-09-16)",
dinos208,"恐龙新世纪 (竞争版 2019-09-16)","Cadillacs and Dinosaurs (Rivalry Edition 2019-09-16)",
dinos209,"恐龙新世纪 (V5加强版 2019-09-16)","Cadillacs and Dinosaurs (V5 Enhanced Edition 2019-09-16)",
dinos21,"恐龙新世纪 (铁拳无敌)","Cadillacs and Dinosaurs (Iron Fist Invincible)",
dinos210,"恐龙新世纪 (2011新勇士版 2019-09-16)","Cadillacs and Dinosaurs (2011 New Warrior Edition 2019-09-16)",
dinos211,"恐龙新世纪 (斗神版 2019-07-25)","Cadillacs and Dinosaurs (Fighting God Edition 2019-07-25)",
dinos212,"恐龙新世纪 (竞技版 2019-07-25)","Cadillacs and Dinosaurs (Competition Edition 2019-07-25)",
dinos213,"恐龙新世纪 (天王版 2019-07-25)","Cadillacs and Dinosaurs (Heaven King Edition 2019-07-25)",
dinos214,"恐龙新世纪 (无双版 2019-07-25)","Cadillacs and Dinosaurs (Musou Edition 2019-07-25)",
dinos215,"恐龙新世纪 (血腥加强版 (无双修改 1 2011-03-28))","Cadillacs and Dinosaurs (Bloody Enhanced (Musou Mod 1 2011-03-28))",
dinos216,"恐龙新世纪 (血腥加强版 (无双修改 2 2011-03-31))","Cadillacs and Dinosaurs (Bloody Enhanced (Musou Mod 2 2011-03-31))",
dinos217,"恐龙新世纪 (斗神版 2019-09-26)","Cadillacs and Dinosaurs (Fighting God Edition 2019-09-26)",
dinos218,"恐龙新世纪 (竞技版 2019-02-27)","Cadillacs and Dinosaurs (Competition Edition 2019-02-27)",
dinos219,"恐龙新世纪 (天王版 2019-09-26)","Cadillacs and Dinosaurs (Heaven King Edition 2019-09-26)",
dinos22,"恐龙新世纪 (换人 V2)","Cadillacs and Dinosaurs (Character Swap V2)",
dinos220,"恐龙新世纪 (无双版 2019-09-28)","Cadillacs and Dinosaurs (Musou Edition 2019-09-28)",
dinos221,"恐龙新世纪 (天王版 2019-09-28)","Cadillacs and Dinosaurs (Heaven King Edition 2019-09-28)",
dinos222,"恐龙新世纪 (战神版 2019-09-28)","Cadillacs and Dinosaurs (God of War Edition 2019-09-28)",
dinos223,"恐龙新世纪 (勇士版 2020 2019-11-17)","Cadillacs and Dinosaurs (Warrior Edition 2020 2019-11-17)",
dinos224,"恐龙新世纪 (KOF连击 + 无限子弹 2019-12-15)","Cadillacs and Dinosaurs (KOF Combo + Infinite Ammo 2019-12-15)",
dinos225,"恐龙新世纪 (繁荣加强版 2020-01-02)","Cadillacs and Dinosaurs (Prosperity Enhanced Edition 2020-01-02)",
dinos226,"恐龙新世纪 (加强版 2019-11-07)","Cadillacs and Dinosaurs (Enhanced Edition 2019-11-07)",
dinos227,"恐龙新世纪 (加强版 2017-12-02)","Cadillacs and Dinosaurs (Enhanced Edition 2017-12-02)",
dinos228,"恐龙新世纪 (斗神版 2018-04-26)","Cadillacs and Dinosaurs (Fighting God Edition 2018-04-26)",
dinos229,"恐龙新世纪 (增兵5X 2017-11-02)","Cadillacs and Dinosaurs (5x Enemies 2017-11-02)",
dinos23,"恐龙新世纪 (敌人配置更换版 2010-03-10)","Cadillacs and Dinosaurs (Enemy Layout Changed 2010-03-10)",
dinos230,"恐龙新世纪 (加强版 2017-10-29)","Cadillacs and Dinosaurs (Enhanced Edition 2017-10-29)",
dinos231,"恐龙新世纪 (增兵5X终极版 2017-12-21)","Cadillacs and Dinosaurs (5x Enemies Ultimate Edition 2017-12-21)",
dinos232,"恐龙新世纪 (斗神版 2019-02-18)","Cadillacs and Dinosaurs (Fighting God Edition 2019-02-18)",
dinos233,"恐龙新世纪 (斗神版 2018-10-23)","Cadillacs and Dinosaurs (Fighting God Edition 2018-10-23)",
dinos234,"恐龙新世纪 (魔神乱舞 2019-04-22)","Cadillacs and Dinosaurs (Demon God Rampage 2019-04-22)",
dinos235,"恐龙新世纪 (勇士版 2020 2020-01-25)","Cadillacs and Dinosaurs (Warrior Edition 2020 2020-01-25)",
dinos236,"恐龙新世纪 (勇士版 2018 2018-07-29)","Cadillacs and Dinosaurs (Warrior Edition 2018 2018-07-29)",
dinos237,"恐龙新世纪 (无双多BOSS血腥版)","Cadillacs and Dinosaurs (Musou Multi-Boss Bloody Edition)",
dinos24,"恐龙新世纪 (整合修复血量加强版 2009-1-15/2011-03-31)","Cadillacs and Dinosaurs (Integrated Fixed HP Enhanced 2009-1-15/2011-03-31)",
dinos25,"恐龙新世纪 (无双多BOSS血战版)","Cadillacs and Dinosaurs (Musou Multi-Boss Bloodbath Edition)",
dinos26,"恐龙新世纪 (加强版 2008 2008-10-17)","Cadillacs and Dinosaurs (Enhanced Edition 2008 2008-10-17)",
dinos27,"恐龙新世纪 (加强修改版 2008 v2.0f 2008-10-17)","Cadillacs and Dinosaurs (Enhanced Modified Edition 2008 v2.0f 2008-10-17)",
dinos28,"恐龙新世纪 (2011无双修正版 2017-05-26)","Cadillacs and Dinosaurs (2011 Musou Fixed Edition 2017-05-26)",
dinos29,"恐龙新世纪 (增兵 2016-01-10)","Cadillacs and Dinosaurs (Increased Enemies 2016-01-10)",
dinos30,"恐龙新世纪 (自残之血 2011-03-23)","Cadillacs and Dinosaurs (Self-Harm Blood 2011-03-23)",
dinos31,"恐龙新世纪 (子弹无限-手枪 v1.0)","Cadillacs and Dinosaurs (Infinite Ammo - Pistol v1.0)",
dinos32,"恐龙新世纪 (子弹无限-手枪 v2.0)","Cadillacs and Dinosaurs (Infinite Ammo - Pistol v2.0)",
dinos33,"恐龙新世纪 (子弹无限-步枪)","Cadillacs and Dinosaurs (Infinite Ammo - Rifle)",
dinos34,"恐龙新世纪 (子弹无限-散弹枪)","Cadillacs and Dinosaurs (Infinite Ammo - Shotgun)",
dinos35,"恐龙新世纪 (子弹无限-乌兹冲锋枪)","Cadillacs and Dinosaurs (Infinite Ammo - Uzi)",
dinos36,"恐龙新世纪 (子弹无限-M-16A1)","Cadillacs and Dinosaurs (Infinite Ammo - M-16A1)",
dinos37,"恐龙新世纪 (选人时间不减)","Cadillacs and Dinosaurs (Character Select Time Doesn't Decrease)",
dinos38,"恐龙新世纪 (EX超级版 V1)","Cadillacs and Dinosaurs (EX Super Edition V1)",
dinos40,"恐龙新世纪 (锁定最大攻击力 2009-01-15)","Cadillacs and Dinosaurs (Lock Max Attack Power 2009-01-15)",
dinos41,"恐龙新世纪 (锁定三人模式 2009-01-15)","Cadillacs and Dinosaurs (Lock 3P Mode 2009-01-15)",
dinos42,"恐龙新世纪 (Footkl打枪版)","Cadillacs and Dinosaurs (Footkl Gun Edition)",
dinos43,"恐龙新世纪 (受虐版)","Cadillacs and Dinosaurs (Masochist Edition)",
dinos44,"恐龙新世纪 (新世纪加强版 2010-02-10)","Cadillacs and Dinosaurs (New Century Enhanced Edition 2010-02-10)",
dinos45,"恐龙新世纪 (杀敌拿奖励 Rev.1)","Cadillacs and Dinosaurs (Kill for Rewards Rev.1)",
dinos46,"恐龙新世纪 (杀敌拿奖励 Rev.2)","Cadillacs and Dinosaurs (Kill for Rewards Rev.2)",
dinos47,"恐龙新世纪 (杀敌拿奖励 Rev.3)","Cadillacs and Dinosaurs (Kill for Rewards Rev.3)",
dinos48,"恐龙新世纪 (杀敌拿奖励 Rev.4)","Cadillacs and Dinosaurs (Kill for Rewards Rev.4)",
dinos49,"恐龙新世纪 (混沌 x5)","Cadillacs and Dinosaurs (Chaos x5)",
dinos50,"恐龙新世纪 (混沌 x3)","Cadillacs and Dinosaurs (Chaos x3)",
dinos51,"恐龙新世纪 (Slice升级版 2016-04-12)","Cadillacs and Dinosaurs (Slice Upgrade Edition 2016-04-12)",
dinos52,"恐龙新世纪 (未知修改 2016-02-14)","Cadillacs and Dinosaurs (Unknown Modification 2016-02-14)",
dinos53,"恐龙新世纪 (未知修改修正版 2016-02-14)","Cadillacs and Dinosaurs (Unknown Mod Fixed Edition 2016-02-14)",
dinos54,"恐龙新世纪 (子弹无限-火箭筒)","Cadillacs and Dinosaurs (Infinite Ammo - Rocket Launcher)",
dinos56,"恐龙新世纪 (整合修复血战加强版 2011-03-28)","Cadillacs and Dinosaurs (Integrated Fixed Bloodbath Enhanced 2011-03-28)",
dinos57,"恐龙新世纪 (侏罗纪 99)","Cadillacs and Dinosaurs (Jurassic 99)",
dinos58,"恐龙新世纪 (Turbo 97 2016-12-22)","Cadillacs and Dinosaurs (Turbo 97 2016-12-22)",
dinos59,"恐龙新世纪 (最终BOSS)","Cadillacs and Dinosaurs (Final Boss)",
dinos60,"恐龙新世纪 (2011加强版新版)","Cadillacs and Dinosaurs (2011 Enhanced New Edition)",
dinos61,"恐龙新世纪 (2011加强血战无双2018新版)","Cadillacs and Dinosaurs (2011 Enhanced Bloodbath Musou 2018 New Edition)",
dinos62,"恐龙新世纪 (幻影无双 2017 2017-11-29)","Cadillacs and Dinosaurs (Phantom Musou 2017 2017-11-29)",
dinos63,"恐龙新世纪 (勇闯天涯 2018)","Cadillacs and Dinosaurs (Brave the World 2018)",
dinos64,"恐龙新世纪 (第二代极限版 1 2017-12-16)","Cadillacs and Dinosaurs (2nd Gen Extreme Edition 1 2017-12-16)",
dinos65,"恐龙新世纪 (第二代极限版 2 2017-12-17)","Cadillacs and Dinosaurs (2nd Gen Extreme Edition 2 2017-12-17)",
dinos66,"恐龙新世纪 (未知修改 2012-10-26)","Cadillacs and Dinosaurs (Unknown Modification 2012-10-26)",
dinos67,"恐龙新世纪 (未知修改 2015-11-15)","Cadillacs and Dinosaurs (Unknown Modification 2015-11-15)",
dinos68,"恐龙新世纪 (未知修改 2013-08-23)","Cadillacs and Dinosaurs (Unknown Modification 2013-08-23)",
dinos69,"恐龙新世纪 (屠夫之怒 2017-11-23)","Cadillacs and Dinosaurs (Butcher's Rage 2017-11-23)",
dinos70,"恐龙新世纪 2011 Plus (2011 无双最终版 2018-02-12)","Cadillacs and Dinosaurs 2011 Plus (2011 Musou Final Edition 2018-02-12)",
dinos71,"恐龙新世纪 (斗神版 2018 2018-05-14)","Cadillacs and Dinosaurs (Fighting God Edition 2018 2018-05-14)",
dinos72,"恐龙新世纪 (地狱无双 2017-12-24)","Cadillacs and Dinosaurs (Hell Musou 2017-12-24)",
dinos73,"恐龙新世纪 (99 侏罗纪加强版 2017-11-13)","Cadillacs and Dinosaurs (99 Jurassic Enhanced Edition 2017-11-13)",
dinos74,"恐龙新世纪 (恶棍复仇 2017-12-31)","Cadillacs and Dinosaurs (Villain Revenge 2017-12-31)",
dinos75,"恐龙新世纪 (七煞版 2018-02-25)","Cadillacs and Dinosaurs (Seven Evils Edition 2018-02-25)",
dinos91,"恐龙新世纪 (未知修改 2018-03-09)","Cadillacs and Dinosaurs (Unknown Modification 2018-03-09)",
dinos92,"恐龙新世纪 (2011 血战无双 2018-02-05)","Cadillacs and Dinosaurs (2011 Bloodbath Musou 2018-02-05)",
dinos93,"恐龙新世纪 (Ogasa版 2017-12-17)","Cadillacs and Dinosaurs (Ogasa Edition 2017-12-17)",
dinos94,"恐龙新世纪 (反战版 2018-01-18)","Cadillacs and Dinosaurs (Anti-War Edition 2018-01-18)",
dinos95,"恐龙新世纪 (极速勇士版 2018-01-16)","Cadillacs and Dinosaurs (Extreme Speed Warrior Edition 2018-01-16)",
dinos96,"恐龙新世纪 (幻影版 2018-04-08)","Cadillacs and Dinosaurs (Phantom Edition 2018-04-08)",
dinos97,"恐龙新世纪 (勇士版 2018 最终版 2018-04-02)","Cadillacs and Dinosaurs (Warrior Edition 2018 Final 2018-04-02)",
dinos98,"恐龙新世纪 (超级无双 2017 2017-11-03)","Cadillacs and Dinosaurs (Super Musou 2017 2017-11-03)",
dinos99,"恐龙新世纪 (斗神版 2017-11-03)","Cadillacs and Dinosaurs (Fighting God Edition 2017-11-03)",
dinosdj,"恐龙新世纪三叠纪版2022","Cadillacs and Dinosaurs Triassic Edition 2022",
dinosf2,"恐龙新世纪 (SF2转换版)","Cadillacs and Dinosaurs (SF2 Conversion)",
dinosj,"恐龙新世纪世纪版2022","Cadillacs and Dinosaurs Century Edition 2022",
dinosjbw,"恐龙新世纪随机爆物加强版2021","Cadillacs and Dinosaurs Random Drop Enhanced Edition 2021",
dinoslice,"恐龙新世纪BOSS幻影版","Cadillacs and Dinosaurs Boss Phantom Edition",
dinoslice1,"恐龙新世纪BOSS幻影改良版","Cadillacs and Dinosaurs Boss Phantom Improved Edition",
dinoslicews,"恐龙新世纪BOSS幻影无双","Cadillacs and Dinosaurs Boss Phantom Unlimited",
dinoslicewstd,"恐龙新世纪BOSS幻影无双天地版","Cadillacs and Dinosaurs Boss Phantom Unlimited Heaven & Earth Edition",
dinoss,"恐龙新世纪赛事版2022","Cadillacs and Dinosaurs Tournament Edition 2022",
dinosyn,"恐龙新世纪2020纪念版2023","Cadillacs and Dinosaurs 2020 Commemorative Edition 2023",
dinot,"恐龙新世纪97恐龙二代盗版第1套","Cadillacs and Dinosaurs '97 Dino Generation 2 Bootleg Set 1",
dinotb,"恐龙新世纪恐龙猎人爆裂版2018","Cadillacs and Dinosaurs Dino Hunter Burst Edition 2018",
dinotfzn,"恐龙新世纪2017屠夫之怒","Cadillacs and Dinosaurs 2017 Butcher's Fury",
dinotj,"恐龙新世纪天将版2022","Cadillacs and Dinosaurs Heavenly General Edition 2022",
dinotj1,"恐龙新世纪天将版2020(2020-06-28)","Cadillacs and Dinosaurs Heavenly General Edition 2020 (2020-06-28)",
dinotj2,"恐龙新世纪天将版2020(2021-01-03)","Cadillacs and Dinosaurs Heavenly General Edition 2020 (2021-01-03)",
dinotjb,"恐龙新世纪天将版2021(2021-05-13)","Cadillacs and Dinosaurs Heavenly General Edition 2021 (2021-05-13)",
dinotjb1,"恐龙新世纪天将版2021(2021-03-28)","Cadillacs and Dinosaurs Heavenly General Edition 2021 (2021-03-28)",
dinotjb2,"恐龙新世纪天将版2021(2021-03-18)","Cadillacs and Dinosaurs Heavenly General Edition 2021 (2021-03-18)",
dinotl,"恐龙新世纪铁龙版","Cadillacs and Dinosaurs Iron Dragon Edition",
dinotpic,"恐龙新世纪97恐龙二代盗版第3套","Cadillacs and Dinosaurs '97 Dino Generation 2 Bootleg Set 3",
dinotw,"恐龙新世纪天王版2022","Cadillacs and Dinosaurs Heavenly King Edition 2022",
dinotxj,"恐龙新世纪杜瓦版2022","Cadillacs and Dinosaurs Duva Edition 2022",
dinou,"恐龙新世纪","Cadillacs and Dinosaurs (USA 930201)",
dinou2022,"恐龙新世纪框架版2022","Cadillacs and Dinosaurs Framework Edition 2022",
dinou2022q,"恐龙新世纪框架版2022Q","Cadillacs and Dinosaurs Framework Edition 2022Q",
dinoufr1v3,"恐龙新世纪框架版1V3","Cadillacs and Dinosaurs Framework Edition 1 vs 3",
dinouphp,"恐龙新世纪 (锁定三人模式 2009-1-15)","Cadillacs and Dinosaurs (Lock 3P Mode 2009-1-15)",
dinoups,"恐龙新世纪竞技版2019","Cadillacs and Dinosaurs Competition Edition 2019",
dinov3p,"恐龙新世纪1V3加强版","Cadillacs and Dinosaurs 1 vs 3 Enhanced Edition",
dinovr,"恐龙新世纪2018恶棍の复仇","Cadillacs and Dinosaurs 2018 Villain's Revenge",
dinowj,"恐龙快打 魔神乱舞版【原武将版】","Cadillacs and Dinosaurs (Demon God Rampage Edition) [Original General Edition]",
dinowj2022,"恐龙新世纪魔神乱舞改2022","Cadillacs and Dinosaurs Demon Rampage Modified 2022",
dinowjb,"恐龙新世纪魔神乱舞2019","Cadillacs and Dinosaurs Demon Rampage 2019",
dinowjb2,"恐龙新世纪魔神乱舞2020","Cadillacs and Dinosaurs Demon Rampage 2020",
dinowjc,"恐龙新世纪魔神乱舞无限子弹","Cadillacs and Dinosaurs Demon Rampage Unlimited Ammo",
dinows2019,"恐龙新世纪战神无双2019","Cadillacs and Dinosaurs War God Unlimited 2019",
dinows2020,"恐龙新世纪战神无双2020","Cadillacs and Dinosaurs War God Unlimited 2020",
dinows2021,"恐龙新世纪战神无双2021","Cadillacs and Dinosaurs War God Unlimited 2021",
dinowss,"恐龙新世纪必杀无敌版","Cadillacs and Dinosaurs Invincible Special Moves Edition",
dinowsxl,"恐龙新世纪无双降龙版","Cadillacs and Dinosaurs Unlimited Dragon-Slaying Edition",
dinowszh,"恐龙新世纪2018绝世无双","Cadillacs and Dinosaurs 2018 Peerless Unlimited",
dinowtw,"恐龙快打 天王版","Cadillacs and Dinosaurs (Heaven King Edition)",
dinowxp,"恐龙新世纪无限子弹","Cadillacs and Dinosaurs Unlimited Ammo Edition",
dinowxq,"恐龙新世纪战神版无限子弹2020","Cadillacs and Dinosaurs War God Edition Unlimited Ammo 2020",
dinoxa,"恐龙新世纪97恐龙二代骑士版2017","Cadillacs and Dinosaurs '97 Dino Generation 2 Knight Edition 2017",
dinoxb,"恐龙新世纪2010无双版","Cadillacs and Dinosaurs 2010 Unlimited Edition",
dinoxc,"恐龙新世纪恐龙猎人挑战版2017","Cadillacs and Dinosaurs Dino Hunter Challenge Edition 2017",
dinoxd,"恐龙新世纪2008加强版","Cadillacs and Dinosaurs 2008 Enhanced Edition",
dinoxe,"恐龙新世纪97恐龙二代极速加强版第2套","Cadillacs and Dinosaurs '97 Dino Generation 2 Speed Enhanced Edition Set 2",
dinoxlb,"恐龙新世纪降龙版2020","Cadillacs and Dinosaurs Dragon-Slaying Edition 2020",
dinoxlb2,"恐龙新世纪降龙版(静止匕首)","Cadillacs and Dinosaurs Dragon-Slaying Edition (Fixed Dagger)",
